,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Class_Business,Class_Eco,Class_Eco Plus
0,0,-0.4279390619043976,1,-0.6442343282161298,-0.5725495739507724,-0.5613974984872506,0.5892058786610122,-0.9973299625208364,0.3879024266465155,0.4483557145678834,-0.3562370556512063,-1.8458787632077784,-0.568385114507524,0.5081059992900481,-0.578779377991408,0.5254162419253208,0,0.0,1.0,0.0
1,1,0.6460872263844698,1,0.19706292517829826,0.8951499234877628,0.8459664987232046,-0.16089708589788312,1.2204373546257867,0.3879024266465155,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,-0.2865546189302333,1.1232626099262748,-0.23727245298732386,1,1.0,0.0,0.0
2,1,0.24332736827614448,1,-0.3546715526292104,-1.30639932267004,0.8459664987232046,0.5892058786610122,0.48118158224357904,-0.3747842163863503,-1.8043107461650756,-1.9252177015494945,-1.8458787632077784,-2.249500507904519,-1.8758758553707962,-2.2808213659090906,-0.9999611478999685,0,0.0,1.0,0.0
3,1,-0.8306989200127229,1,0.3134749869852017,0.16130017476849517,0.142284500117977,-0.9110000504567783,-0.9973299625208364,-1.137470859419216,-1.053421925920756,0.42825326729793783,0.44647388390210063,1.1127302788894708,1.3027666175103296,0.2722416159674334,-0.9999611478999685,1,1.0,0.0,0.0
4,1,-1.9047252083015902,0,-0.6882556961263034,0.16130017476849517,0.142284500117977,0.5892058786610122,-0.2580741901386287,0.3879024266465155,0.4483557145678834,1.212743590247082,-1.0817612141711521,1.1127302788894708,-0.2865546189302333,1.1232626099262748,0.5254162419253208,0,0.0,1.0,0.0
5,1,-0.6293189909585603,0,-0.19130336505145518,-0.5725495739507724,-0.5613974984872506,1.3393088432199074,-0.9973299625208364,1.1505890696793812,1.199244534812203,0.42825326729793783,1.210591432938727,1.1127302788894708,0.5081059992900481,0.2722416159674334,1.2881049368379653,0,0.0,0.0,1.0
6,1,-0.09230584681412657,1,-0.3947799100584797,1.6289996722070303,-1.2650794970924784,1.3393088432199074,1.2204373546257867,1.1505890696793812,1.199244534812203,-1.9252177015494945,0.44647388390210063,0.27217258219097334,1.3027666175103296,0.2722416159674334,1.2881049368379653,1,0.0,1.0,0.0
7,1,-0.025179203796072358,1,-1.0443396498885962,0.16130017476849517,0.8459664987232046,-0.16089708589788312,-0.2580741901386287,-0.3747842163863503,-0.30253310567643626,-0.3562370556512063,1.210591432938727,1.1127302788894708,-1.8758758553707962,-0.578779377991408,-0.23727245298732386,1,0.0,0.0,1.0
8,0,0.24332736827614448,1,-0.6735819068229122,-0.5725495739507724,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,-0.3747842163863503,-0.30253310567643626,1.212743590247082,-1.0817612141711521,1.1127302788894708,0.5081059992900481,0.2722416159674334,-0.23727245298732386,0,1.0,0.0,0.0
9,0,-1.0320788490668855,1,-0.1609775338244467,0.8951499234877628,0.8459664987232046,-0.9110000504567783,0.48118158224357904,-0.3747842163863503,-1.053421925920756,0.42825326729793783,-1.0817612141711521,0.27217258219097334,-1.0812152371505148,0.2722416159674334,-0.9999611478999685,0,0.0,1.0,0.0
10,1,1.5187335856191746,1,-0.9474926404862144,-1.30639932267004,1.5496484973284324,1.3393088432199074,-0.2580741901386287,-0.3747842163863503,-1.8043107461650756,-1.9252177015494945,-1.8458787632077784,-2.249500507904519,-1.0812152371505148,-2.2808213659090906,-0.9999611478999685,0,1.0,0.0,0.0
11,1,0.17620072525809027,1,2.034221345962875,0.8951499234877628,0.142284500117977,0.5892058786610122,-0.2580741901386287,-0.3747842163863503,0.4483557145678834,0.42825326729793783,0.44647388390210063,0.27217258219097334,-1.8758758553707962,0.2722416159674334,-0.23727245298732386,0,1.0,0.0,0.0
12,1,1.317353656565012,1,-0.5434743083328437,1.6289996722070303,0.142284500117977,1.3393088432199074,1.2204373546257867,1.1505890696793812,1.199244534812203,0.42825326729793783,1.210591432938727,-0.568385114507524,-1.8758758553707962,-2.2808213659090906,1.2881049368379653,1,0.0,1.0,0.0
13,1,-1.3677120641571565,0,-0.9044495251962669,0.16130017476849517,0.8459664987232046,-1.6611030150156736,0.48118158224357904,-1.9001575024520818,-1.8043107461650756,1.212743590247082,-1.0817612141711521,1.1127302788894708,-1.0812152371505148,0.2722416159674334,-1.7626498428126132,0,0.0,1.0,0.0
14,0,1.1159737275108492,1,-0.9787967243334489,-0.5725495739507724,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,-0.3747842163863503,-0.30253310567643626,0.42825326729793783,-0.31764366513452574,-0.568385114507524,-0.2865546189302333,0.2722416159674334,-0.23727245298732386,0,1.0,0.0,0.0
15,0,0.4447072973303071,1,-0.806624263173659,0.16130017476849517,0.8459664987232046,1.3393088432199074,-0.2580741901386287,1.1505890696793812,1.199244534812203,1.212743590247082,-1.0817612141711521,0.27217258219097334,0.5081059992900481,0.2722416159674334,1.2881049368379653,0,1.0,0.0,0.0
16,1,0.5118339403483614,0,-0.033804693195056426,0.16130017476849517,0.142284500117977,0.5892058786610122,-0.2580741901386287,0.3879024266465155,0.4483557145678834,-0.3562370556512063,-1.0817612141711521,1.1127302788894708,1.3027666175103296,1.1232626099262748,0.5254162419253208,0,0.0,1.0,0.0
17,1,-0.5621923479405061,1,-1.103034807102161,-2.0402490713893076,-1.968761495697706,1.3393088432199074,1.2204373546257867,1.1505890696793812,1.199244534812203,1.212743590247082,-1.8458787632077784,-1.4089428112060216,-0.2865546189302333,1.1232626099262748,1.2881049368379653,1,1.0,0.0,0.0
18,1,-0.025179203796072358,0,-0.5513003292946523,0.8951499234877628,0.8459664987232046,-1.6611030150156736,0.48118158224357904,-1.9001575024520818,-1.8043107461650756,-1.9252177015494945,1.210591432938727,-0.568385114507524,-1.0812152371505148,-0.578779377991408,-1.7626498428126132,0,0.0,1.0,0.0
19,0,-0.226559132850235,1,-0.8731454413490324,0.16130017476849517,0.142284500117977,1.3393088432199074,-0.2580741901386287,1.1505890696793812,1.199244534812203,-0.3562370556512063,0.44647388390210063,0.27217258219097334,0.5081059992900481,0.2722416159674334,1.2881049368379653,0,1.0,0.0,0.0
20,1,-0.6964456339766145,0,-0.3399977633258192,-2.0402490713893076,-1.968761495697706,1.3393088432199074,-2.475841507285252,1.1505890696793812,1.199244534812203,-1.9252177015494945,-0.31764366513452574,-0.568385114507524,-0.2865546189302333,0.2722416159674334,1.2881049368379653,1,0.0,1.0,0.0
21,0,-1.3677120641571565,1,-0.9220580723603363,1.6289996722070303,1.5496484973284324,-1.6611030150156736,-2.475841507285252,-1.9001575024520818,-1.8043107461650756,-0.3562370556512063,0.44647388390210063,-0.568385114507524,0.5081059992900481,1.1232626099262748,-1.7626498428126132,1,0.0,1.0,0.0
22,1,0.8474671554386324,0,0.11391145245908153,-0.5725495739507724,-0.5613974984872506,-0.9110000504567783,-0.9973299625208364,0.3879024266465155,-0.30253310567643626,-0.3562370556512063,-1.0817612141711521,-0.568385114507524,0.5081059992900481,-0.578779377991408,-0.23727245298732386,0,0.0,1.0,0.0
23,1,-0.3608124188863434,0,-0.3605410683505669,-0.5725495739507724,-0.5613974984872506,-0.16089708589788312,-0.9973299625208364,1.1505890696793812,-0.30253310567643626,-0.3562370556512063,-0.31764366513452574,1.1127302788894708,1.3027666175103296,0.2722416159674334,-0.23727245298732386,0,0.0,1.0,0.0
24,1,0.3104540112941987,1,1.2467279866808811,-0.5725495739507724,1.5496484973284324,-0.9110000504567783,-0.2580741901386287,-1.137470859419216,-1.053421925920756,-1.1407273786003505,-1.0817612141711521,-1.4089428112060216,-1.8758758553707962,-1.4298003719502494,0.5254162419253208,0,0.0,1.0,0.0
25,1,0.6460872263844698,1,2.5184563929747843,0.16130017476849517,0.142284500117977,1.3393088432199074,0.48118158224357904,0.3879024266465155,1.199244534812203,1.212743590247082,0.44647388390210063,1.1127302788894708,0.5081059992900481,1.1232626099262748,0.5254162419253208,1,1.0,0.0,0.0
26,1,0.3775806543122529,1,0.268475366454802,1.6289996722070303,0.8459664987232046,1.3393088432199074,-0.9973299625208364,-1.137470859419216,1.199244534812203,1.212743590247082,1.210591432938727,1.1127302788894708,0.5081059992900481,1.1232626099262748,-0.23727245298732386,1,0.0,1.0,0.0
27,1,-0.09230584681412657,1,-0.6608646227599732,-0.5725495739507724,1.5496484973284324,-0.9110000504567783,-0.9973299625208364,-1.137470859419216,-1.053421925920756,-0.3562370556512063,1.210591432938727,-0.568385114507524,0.5081059992900481,0.2722416159674334,-0.9999611478999685,0,0.0,1.0,0.0
